297;297;146;297;297;297;297
117;222;83;95;151;121;79
270;157;17;106;139;106;270
267;267;38;56;40;56;40
244;276;276;276;276;276;276
216;129;85;216;81;216;234
210;246;76;210;274;274;246
261;278;65;53;52;89;43
159;142;142;5;13;53;142
59;123;65;295;295;46;295
25;187;36;27;187;28;187
39;165;297;18;39;125;297
71;71;71;71;283;71;71
91;45;191;221;221;144;144
267;102;207;65;102;64;64
87;87;131;299;94;94;131
259;270;56;56;97;56;117
274;274;274;274;274;262;274
129;271;17;207;62;74;298
72;72;72;72;72;72;65
133;55;186;55;162;186;80
18;216;59;218;261;216;21
199;179;26;179;109;199;26
145;145;145;227;145;145;145
197;226;115;263;29;291;11
44;147;296;228;44;274;44
198;282;231;179;189;198;282
183;72;36;185;140;252;98
249;249;249;198;205;177;71
293;131;48;131;167;293;167
230;158;158;220;230;220;139
161;88;184;118;161;184;161
27;122;280;65;147;30;278
228;228;228;228;135;228;228
223;61;136;216;79;270;264
218;137;218;52;52;137;28
217;237;237;237;237;237;237
228;228;188;181;181;145;173
102;267;155;155;102;145;145
251;251;177;251;251;251;251
232;260;263;263;260;232;15
164;164;108;255;17;255;17
174;100;174;10;10;118;100
122;122;122;122;122;185;122
80;80;299;185;43;185;8
69;69;69;69;288;69;69
9;119;119;119;119;119;119
12;130;86;279;130;86;12
16;108;10;110;260;244;191
150;37;24;37;150;102;88
17;76;149;112;285;141;119
188;188;188;188;188;84;188
47;164;18;48;18;164;48
166;102;84;278;286;278;102
218;218;218;218;218;27;218
183;297;130;294;159;181;139
206;171;171;82;168;277;171
94;94;76;76;199;199;125
182;295;186;75;82;295;186
202;202;229;202;63;197;78
249;169;26;169;142;190;249
208;210;266;278;189;23;210
146;233;226;117;230;60;14
226;14;15;135;151;66;192
162;162;162;226;162;162;162
33;219;219;219;219;219;219
53;155;242;48;116;273;207
237;237;274;50;61;266;237
87;243;234;52;23;225;60
282;11;13;164;10;51;126
216;94;62;216;62;99;94
108;108;108;108;108;108;202
166;166;166;47;166;166;166
159;221;13;217;265;91;132
220;5;276;238;83;24;101
