73;104;156;87;191;19
177;173;205;95;274;266
61;170;106;160;186;129
230;127;246;205;265;222
132;241;62;51;140;167
134;256;236;111;200;89
192;105;139;193;112;178
240;94;290;183;151;72
194;34;226;80;119;174
210;171;116;269;280;142
7;42;235;117;200;85
256;17;263;222;278;112
109;66;237;196;46;14
154;9;74;89;293;151
286;13;229;152;38;92
205;278;186;6;182;153
48;14;234;197;33;34
70;104;180;72;111;5
224;215;230;119;227;246
289;93;101;145;281;172
201;118;243;54;244;187
142;13;50;217;135;171
217;49;46;237;43;105
160;48;76;114;224;275
232;209;81;129;265;233
227;11;89;103;43;33
300;230;17;143;298;87
141;293;45;194;294;293
188;253;46;153;194;262
118;0;73;50;296;67
156;59;208;100;11;19
48;12;254;60;71;237
234;254;7;217;212;37
31;190;297;224;149;116
74;44;183;20;52;17
268;114;34;29;240;14
149;107;58;243;140;242
203;259;31;221;72;35
100;184;134;45;270;120
17;97;207;274;126;192
65;296;69;265;11;271
247;228;60;285;134;126
3;96;269;6;46;212
130;284;6;166;2;287
133;224;272;1;206;293
221;73;266;181;122;124
80;284;74;286;95;87
191;100;273;109;4;284
183;30;175;79;293;84
293;188;231;295;142;110
79;201;101;155;151;231
235;103;103;209;173;198
287;109;269;90;162;12
141;222;15;30;80;69
89;203;214;266;272;29
242;149;42;224;194;286
70;174;271;132;281;32
110;149;264;89;65;290
132;171;199;200;237;258
207;105;287;175;84;280
93;41;276;91;20;214
30;153;214;198;213;9
130;219;283;19;120;130
212;48;145;151;121;66
64;90;11;11;251;285
175;203;166;82;292;101
294;99;30;128;89;164
149;183;299;36;167;156
72;284;284;142;227;296
105;54;122;4;126;191
256;27;82;232;127;0
82;143;173;69;197;179
28;275;72;82;51;242
293;91;177;3;146;0
169;213;59;175;66;267
64;90;201;281;179;189
173;183;115;158;48;252
130;253;171;35;295;292
94;266;207;79;77;130
234;218;184;177;275;206
64;261;140;145;204;4
97;114;164;152;39;235
172;99;298;264;109;193
276;221;36;247;20;142
105;69;277;190;17;144
112;74;254;15;145;8
155;144;111;183;192;221
168;263;238;165;85;22
73;227;55;128;141;123
281;64;258;298;148;3
152;143;221;127;142;12
15;103;113;39;248;3
195;147;198;109;252;201
151;8;188;284;150;169
60;260;94;260;231;298
59;194;235;98;190;110
139;120;91;94;211;224
222;239;197;244;7;160
126;281;282;155;268;260
73;126;220;186;297;282
87;299;76;249;105;65
197;29;91;205;219;92
148;181;253;242;56;180
49;298;264;81;6;159
92;298;76;244;16;46
76;53;234;33;9;193
281;167;199;20;206;221
243;19;36;7;78;19
138;8;130;215;170;142
169;18;227;295;218;228
44;86;55;171;249;103
76;68;63;113;40;64
11;81;124;134;269;125
243;271;278;262;147;24
39;169;192;256;185;119
30;241;107;172;49;284
35;113;226;158;284;71
297;174;103;140;188;31
158;289;170;163;254;127
217;151;281;218;66;218
193;22;142;195;188;119
87;281;281;124;151;293
86;192;256;183;234;107
77;101;117;173;291;66
28;219;300;215;91;240
186;203;210;192;222;209
30;186;78;98;234;58
47;94;51;285;210;155
134;114;68;89;114;203
173;93;2;112;148;202
195;106;294;254;199;185
57;49;152;222;265;239
185;238;96;270;253;193
145;131;89;299;298;18
210;171;171;196;190;132
198;50;115;57;16;37
97;6;133;54;65;46
121;159;139;251;187;95
213;287;159;202;174;28
278;299;290;111;32;20
158;120;39;235;38;257
289;251;79;159;159;248
186;260;71;7;178;33
260;193;259;253;111;78
253;9;280;217;15;87
187;261;237;273;180;54
21;8;199;220;159;224
120;245;15;213;280;18
286;104;66;38;89;219
31;232;89;280;34;284
61;280;149;158;194;124
254;252;2;167;238;231
54;79;40;130;119;145
152;232;6;206;49;124
165;259;158;152;56;220
253;275;83;35;97;176
91;12;97;277;147;202
176;9;137;222;63;191
136;300;46;126;188;253
56;150;160;51;268;190
212;178;16;298;118;219
255;250;56;288;132;227
282;103;254;170;292;92
270;271;297;50;128;28
115;43;286;120;264;157
159;24;11;297;142;255
14;251;64;48;205;48
44;44;126;167;258;12
153;289;240;211;50;246
62;190;25;227;3;147
246;70;217;282;269;256
30;266;90;256;276;211
199;70;92;80;251;282
190;128;264;23;1;131
129;151;271;215;18;97
43;180;141;242;276;256
283;144;6;243;94;226
291;141;98;46;204;283
295;217;299;120;297;16
107;214;169;66;120;99
10;281;130;91;154;280
242;268;206;78;78;25
193;30;164;119;56;217
152;205;17;249;243;145
117;267;257;143;200;102
194;86;222;160;98;257
211;111;282;233;299;223
105;274;60;15;295;222
12;170;168;61;166;154
19;246;8;208;253;13
100;179;90;171;110;74
0;97;196;29;269;156
284;198;237;188;241;293
281;154;260;120;53;99
183;127;95;184;235;83
12;188;67;92;248;11
224;273;77;222;272;269
184;190;25;255;125;201
214;96;157;280;294;259
171;146;223;136;141;192
138;37;196;272;275;175
283;210;261;136;236;87
221;219;271;162;34;77
95;257;232;135;241;194
53;181;219;231;1;165
62;256;61;213;71;110
132;117;42;141;106;126
107;125;79;99;181;106
14;184;250;176;146;236
268;47;202;203;72;14
70;25;0;36;144;275
162;69;69;190;112;189
117;265;20;250;111;283
53;272;24;95;33;283
243;297;12;211;6;119
6;42;13;160;5;195
52;172;81;173;276;231
207;89;35;92;50;28
149;229;190;266;195;140
221;174;168;241;47;74
222;216;68;14;17;9
177;226;42;19;74;192
94;76;170;57;178;148
277;263;132;292;126;17
168;213;108;58;102;248
230;99;164;217;207;222
60;253;117;273;86;103
292;254;21;190;203;72
299;119;145;286;256;204
268;158;61;258;262;44
227;282;245;105;87;161
222;283;215;1;192;178
284;147;8;18;94;172
103;255;218;282;131;145
103;1;89;203;40;232
137;167;37;64;173;167
129;217;263;180;31;218
184;172;231;28;285;170
127;0;208;36;165;107
116;65;131;274;205;173
89;76;184;197;127;259
190;288;247;180;204;98
216;177;235;276;105;157
79;86;111;168;95;134
64;298;98;184;181;248
191;232;184;227;270;0
147;176;74;296;225;265
176;153;293;207;68;184
75;235;98;48;260;17
48;173;84;151;159;203
23;94;251;10;112;69
143;130;62;141;149;203
149;127;80;204;168;251
241;154;55;91;225;44
207;207;125;259;98;201
263;63;108;192;14;200
47;240;39;149;277;183
24;91;97;84;228;195
170;169;239;257;121;292
155;213;253;176;219;288
176;40;102;148;195;291
83;6;144;217;105;53
271;245;180;263;253;235
0;113;168;84;201;238
34;11;42;47;195;25
69;100;47;119;235;273
12;263;74;26;163;23
248;49;210;74;65;246
198;135;247;124;276;253
156;149;193;116;255;144
238;116;194;215;89;204
230;153;132;22;71;293
130;190;152;26;31;59
110;219;140;68;238;299
41;11;221;151;228;222
87;77;136;54;76;223
173;138;273;268;288;82
20;167;62;120;191;108
256;226;268;169;71;44
220;174;24;168;283;66
127;198;233;292;45;0
227;143;59;140;151;299
140;173;147;298;2;290
88;123;48;175;244;239
203;17;14;43;74;44
115;300;274;10;223;216
60;97;92;145;41;122
236;95;113;158;286;248
55;197;9;83;207;33
206;231;119;194;137;24
13;93;32;134;201;12
53;42;53;204;58;239
45;84;297;117;16;86
70;180;134;296;78;49
127;143;39;123;197;138
3;10;90;186;232;164
69;294;269;71;158;283
28;272;23;61;268;117
131;172;223;233;280;156
52;224;183;229;109;69
269;210;19;51;93;263
123;269;207;40;43;260
188;267;158;244;100;101
137;240;69;184;31;115
126;120;269;232;195;82
186;132;295;117;220;27
213;287;14;174;282;77
0;22;42;91;157;161
51;52;171;66;59;25
243;1;273;62;109;185
88;264;300;150;102;264
15;12;264;197;55;166
293;201;199;246;171;124
19;211;294;53;101;186
133;275;2;115;169;78
267;143;125;221;91;279
112;73;125;57;26;135
254;181;154;191;262;80
182;54;228;161;122;63
207;39;118;5;30;17
145;137;153;103;143;279
179;229;64;38;143;258
216;33;82;244;95;240
208;17;252;127;212;232
66;273;220;144;118;294
175;148;17;232;63;155
258;48;283;178;184;272
215;32;21;74;166;243
118;212;74;199;1;28
23;180;141;71;1;2
165;63;240;18;291;68
224;224;99;172;45;246
294;35;74;210;118;135
190;83;177;96;181;290
42;1;157;86;197;264
250;120;64;89;43;217
118;186;231;193;263;261
234;171;71;18;92;187
50;15;114;3;223;180
55;184;0;246;171;284
48;44;18;111;77;67
173;155;33;84;16;80
231;3;61;76;211;199
44;184;191;95;33;129
71;29;193;98;56;279
194;75;188;158;6;79
15;132;132;239;108;140
271;238;183;54;8;59
95;19;266;107;18;47
113;177;58;21;56;267
47;195;161;291;154;6
58;15;265;290;262;294
88;281;23;246;140;267
92;158;254;74;264;261
45;16;94;240;38;296
213;206;146;78;131;181
154;84;267;185;74;237
118;34;207;23;112;16
277;219;133;299;155;105
251;82;268;15;42;13
205;274;131;139;61;172
104;125;95;118;23;199
245;257;33;227;107;3
170;244;95;232;246;20
33;258;249;124;109;198
177;62;135;22;97;37
300;141;100;191;105;278
162;189;17;228;8;12
16;5;300;120;185;91
20;286;159;244;49;294
297;245;32;43;220;81
76;268;299;173;114;173
209;228;19;132;275;189
23;219;201;21;34;257
140;94;128;78;134;202
111;117;110;169;248;43
170;218;211;254;262;128
265;135;16;12;193;213
236;215;87;300;200;289
148;245;269;129;215;260
37;118;76;192;300;27
127;16;176;199;47;84
129;143;202;139;233;9
157;102;17;161;210;200
115;96;198;95;191;173
151;85;293;10;254;179
86;32;253;125;291;93
54;209;16;208;283;83
168;253;296;270;83;23
69;67;19;196;279;221
206;151;215;48;107;143
298;206;68;0;63;270
10;66;50;34;147;144
1;110;6;139;267;273
294;288;221;135;297;290
27;34;216;147;267;205
280;186;208;158;180;120
208;274;91;111;19;193
145;55;17;13;3;223
7;294;72;149;253;7
41;211;79;300;5;140
132;217;149;7;55;255
13;236;126;81;46;10
3;290;200;110;229;166
49;264;104;213;117;14
69;240;230;104;297;7
215;184;264;254;117;244
284;149;223;163;231;78
91;287;131;179;298;158
18;142;181;82;118;284
87;44;45;89;36;231
31;218;81;256;182;187
149;182;194;249;176;216
9;298;182;284;263;252
197;95;263;99;234;202
0;113;58;83;278;64
176;227;41;265;137;101
41;36;195;189;4;57
286;40;4;279;166;300
63;267;210;208;214;19
8;34;168;54;280;81
289;92;201;150;49;54
208;102;151;186;218;200
249;120;181;121;41;110
134;210;21;93;164;146
106;206;124;216;180;100
196;144;21;94;68;256
57;132;196;59;107;257
57;80;272;281;111;101
274;271;255;30;190;226
208;187;282;15;164;197
79;145;292;114;219;115
215;77;33;267;224;277
73;233;190;247;232;46
280;189;153;23;299;101
48;41;52;276;158;37
273;272;231;200;13;112
7;159;180;275;45;65
145;251;116;154;136;194
2;258;161;248;36;101
270;4;197;234;210;285
235;3;86;282;69;64
280;124;24;264;57;158
286;108;12;296;278;67
196;292;40;159;70;143
132;8;262;270;30;62
10;52;12;235;25;219
221;194;139;266;290;126
286;234;60;43;291;147
131;253;227;229;162;60
112;170;160;270;115;300
114;185;33;272;121;190
187;18;257;166;123;156
46;200;149;38;143;135
279;263;206;262;165;76
7;31;71;190;275;113
274;41;93;193;103;168
177;187;2;283;18;163
289;20;276;5;17;157
297;153;234;82;293;197
263;95;145;31;260;114
19;64;66;229;73;297
103;150;241;184;263;17
87;145;277;153;63;83
245;129;23;176;66;35
298;269;219;168;230;205
231;1;172;271;297;160
253;16;35;66;79;218
114;125;115;257;85;28
273;297;115;289;234;194
190;94;89;233;7;76
28;196;91;195;159;253
95;146;104;248;10;228
54;272;24;75;215;263
95;200;73;195;27;277
98;124;238;215;180;218
170;212;250;164;191;264
76;136;286;72;182;15
129;224;70;214;268;278
42;41;235;170;77;134
39;220;145;109;129;65
210;64;37;125;122;289
155;67;223;209;28;100
83;116;106;49;78;110
195;252;89;183;196;230
104;31;71;240;153;98
39;287;129;0;286;252
74;85;155;18;1;135
176;223;154;50;212;182
133;273;184;191;115;31
288;207;210;20;43;87
131;210;186;278;17;254
235;212;146;235;19;227
287;205;85;155;122;264
274;154;210;18;282;154
80;185;268;255;229;78
195;118;117;138;125;155
206;246;80;207;69;91
15;180;95;33;241;269
252;109;299;79;158;67
139;114;161;132;164;120
192;46;24;20;238;234
298;37;18;118;226;178
191;261;144;123;158;9
52;53;243;78;191;234
250;189;11;232;85;139
35;109;106;181;279;111
36;101;29;30;232;90
68;242;96;287;169;97
38;201;266;264;68;16
207;52;261;14;99;273
37;246;175;179;203;154
38;296;171;92;216;124
255;131;218;81;260;68
75;48;47;191;47;32
67;252;289;93;26;127
183;89;7;106;295;20
23;198;107;154;245;179
229;51;48;276;0;2
294;168;35;216;246;21
259;195;239;160;266;221
205;75;244;74;245;208
76;72;62;79;250;93
162;8;275;2;195;66
292;291;123;30;2;133
200;46;31;63;262;100
9;269;230;162;230;133
209;139;165;180;87;150
261;228;243;179;116;124
10;256;152;271;72;8
77;13;211;116;132;107
291;234;222;15;291;279
10;70;216;45;4;205
52;2;114;298;9;53
215;183;161;143;238;85
38;254;194;262;118;196
138;57;147;137;51;275
198;50;136;64;25;45
184;50;51;141;247;144
260;37;123;129;179;121
170;7;189;178;48;19
170;167;158;53;77;4
109;53;39;28;186;229
277;229;27;91;161;142
144;161;217;90;65;180
50;31;283;107;155;234
300;73;212;294;289;47
164;52;292;62;120;165
264;144;234;21;226;279
267;214;66;88;291;16
200;234;230;165;180;40
153;132;275;207;72;198
80;249;12;84;139;255
86;146;197;20;145;99
90;143;249;298;299;160
197;271;118;183;84;136
256;137;161;81;252;166
69;130;276;4;45;51
29;250;250;111;224;297
274;162;125;23;162;205
295;149;245;120;126;6
226;79;11;244;238;119
156;115;11;199;256;88
175;51;201;48;117;48
120;50;128;101;123;106
202;65;94;104;179;11
298;80;168;123;97;137
128;4;296;19;176;141
88;209;211;100;219;144
87;102;47;56;66;236
164;46;137;176;36;264
98;161;144;188;205;140
110;296;148;173;258;9
114;119;20;115;183;42
199;190;230;267;223;65
217;149;213;175;257;83
199;159;26;147;164;186
46;260;47;127;110;260
291;238;31;207;102;22
270;36;189;136;65;251
201;66;215;288;287;295
92;180;272;203;23;143
173;75;263;285;161;85
238;104;283;148;98;124
121;68;57;69;42;121
161;184;170;172;289;292
106;258;291;88;227;271
173;160;150;48;234;278
247;67;53;110;208;53
262;189;207;282;44;87
153;225;155;95;140;55
216;262;299;116;38;207
132;265;132;251;23;92
136;291;157;153;245;58
128;220;292;278;269;167
130;13;170;140;5;129
7;208;228;21;1;286
130;92;243;253;107;118
32;123;86;40;270;260
187;182;299;92;284;104
202;253;204;142;168;216
142;54;185;53;144;93
112;224;236;117;192;252
33;119;117;67;99;154
142;195;193;179;201;178
247;57;89;291;92;107
258;163;80;163;170;49
49;63;240;297;37;96
37;117;156;229;139;231
93;294;257;289;69;51
24;91;91;205;288;278
13;119;134;55;100;222
16;17;133;154;123;198
201;144;209;22;297;109
163;165;181;148;126;268
114;192;9;232;38;177
164;74;272;289;172;29
245;190;118;236;229;285
38;261;80;296;175;291
122;214;208;131;113;47
76;221;157;108;133;42
182;48;163;119;78;147
204;84;264;74;71;285
82;34;246;56;156;191
227;275;6;205;98;121
228;243;21;116;224;65
178;19;285;230;31;94
209;5;162;184;82;155
45;142;122;295;149;103
277;218;231;255;246;224
151;47;230;296;190;265
256;269;49;163;105;17
158;148;55;215;40;30
293;13;45;272;220;176
87;278;159;296;261;46
178;270;79;54;199;16
225;160;206;298;152;296
246;269;269;119;285;80
183;155;194;198;64;24
222;268;16;229;118;90
72;55;37;171;7;86
46;215;183;295;105;277
134;225;235;240;137;213
298;278;152;59;86;197
74;200;14;39;79;139
76;231;293;165;96;86
81;217;89;11;147;22
12;113;205;71;194;83
39;280;239;214;194;160
244;155;87;90;128;126
91;62;259;201;186;126
149;283;64;153;180;80
169;59;187;199;61;279
133;188;69;225;135;283
265;229;275;107;162;265
106;248;186;34;153;102
140;208;217;294;290;234
268;69;40;152;56;27
210;125;171;187;134;248
147;115;178;101;215;151
2;29;31;111;21;244
125;280;10;174;112;225
65;277;47;85;200;199
284;160;164;187;65;43
276;281;21;104;220;125
141;293;228;187;262;24
127;219;145;77;195;153
126;274;221;75;183;140
283;183;227;263;265;191
97;262;17;91;290;129
1;123;60;271;23;296
139;230;43;297;232;53
40;92;5;137;27;53
232;274;125;255;242;92
289;242;130;42;196;277
177;276;140;130;167;234
282;49;108;114;55;17
136;76;177;184;236;195
154;264;9;67;287;226
196;110;122;38;125;173
4;147;50;89;70;243
245;233;252;22;259;69
38;286;284;79;159;202
36;77;211;246;78;247
206;266;258;46;79;256
74;58;85;286;285;18
228;241;99;134;61;43
123;298;33;212;46;176
266;1;287;137;170;151
221;214;270;171;25;98
92;14;275;79;261;64
43;93;263;117;150;189
161;3;292;89;79;123
178;15;34;256;9;129
91;278;3;177;120;119
109;245;201;187;43;151
270;236;34;72;241;194
79;201;249;65;299;261
287;194;123;86;1;12
7;200;212;0;88;163
295;249;269;61;251;12
59;63;49;227;298;274
69;61;136;296;17;114
185;214;3;163;8;247
2;44;248;250;110;14
218;283;229;50;208;252
46;261;223;25;8;31
97;218;113;246;281;276
236;197;196;157;265;31
104;179;120;62;170;10
230;45;270;251;100;249
229;270;271;255;157;216
86;275;73;201;24;140
66;151;189;3;236;234
87;6;74;76;270;139
65;72;9;63;83;208
52;244;280;108;93;203
229;298;2;84;123;100
163;206;224;295;258;297
44;81;142;217;23;293
189;55;232;73;0;260
230;255;171;228;220;101
288;147;208;133;229;112
200;141;8;101;297;263
266;94;70;51;117;89
50;111;99;250;55;24
201;282;257;30;172;207
14;225;161;150;157;105
229;69;162;197;132;262
295;159;132;219;284;150
210;161;68;81;186;267
146;78;225;143;10;100
266;235;6;209;232;98
201;199;68;93;296;158
38;244;136;57;113;273
219;269;102;51;203;73
224;252;157;237;208;238
149;299;125;146;135;196
149;250;277;201;144;119
113;202;147;7;189;258
162;34;274;245;273;73
137;188;158;186;145;196
183;136;37;105;187;4
145;258;134;13;66;181
149;196;275;68;249;182
143;143;252;142;106;154
230;60;151;285;181;195
65;203;107;109;137;177
243;97;103;2;82;174
223;27;5;225;87;11
174;203;162;4;52;14
100;257;7;106;193;38
30;120;105;24;151;102
277;208;90;158;210;109
74;97;31;238;36;109
156;71;44;84;5;166
86;286;108;46;91;228
133;147;201;189;111;155
93;108;42;71;63;45
44;259;260;85;5;221
43;208;3;19;263;4
247;211;291;293;158;149
274;133;138;5;230;99
92;192;47;104;92;50
95;142;262;157;152;158
2;10;143;146;170;245
65;271;177;213;126;191
288;60;194;263;198;76
152;50;209;175;255;16
7;34;132;49;90;215
27;137;153;258;77;126
268;18;239;272;110;9
148;134;246;50;135;48
268;195;299;81;84;241
291;216;116;66;153;55
42;211;67;135;103;130
117;274;144;40;239;254
233;85;0;259;164;91
141;293;255;17;29;197
271;26;73;232;297;279
119;93;23;209;101;1
88;34;171;187;231;202
159;250;11;173;181;144
97;124;154;93;127;291
20;138;253;33;157;76
158;89;139;29;223;117
78;130;129;176;170;45
28;186;51;66;200;238
43;236;83;207;249;131
256;5;287;260;177;115
66;93;296;191;288;51
75;239;298;290;38;196
171;168;171;10;27;293
91;299;50;219;172;204
196;180;213;201;147;13
149;17;166;173;138;43
123;66;273;254;44;93
35;235;201;172;208;41
151;149;88;67;64;140
123;73;204;106;180;153
112;1;105;246;259;190
152;166;269;281;176;106
187;61;92;83;35;258
86;290;14;224;197;200
16;118;62;145;179;152
289;168;197;158;190;208
113;296;148;277;119;155
140;43;271;274;221;190
112;73;210;79;198;298
223;201;75;94;40;108
128;226;201;80;200;198
278;179;210;236;147;84
285;129;128;52;111;112
263;54;245;271;158;203
19;155;51;123;177;156
283;20;78;136;97;206
167;239;61;251;43;282
289;55;232;20;99;16
218;286;103;117;16;56
219;94;203;40;115;292
284;272;280;194;128;17
169;129;166;159;190;144
194;18;289;59;188;167
294;49;82;48;128;37
47;63;79;39;170;44
213;92;78;299;61;266
96;245;74;90;276;255
60;65;283;279;72;28
233;291;271;17;9;6
244;131;99;258;199;83
51;88;223;114;283;162
136;190;163;63;27;83
189;70;159;22;255;150
100;259;298;2;175;130
49;255;44;19;230;108
51;222;185;159;118;72
216;90;273;83;187;199
148;102;229;18;29;157
245;217;109;177;19;89
166;168;47;81;170;127
43;275;221;280;278;264
59;140;228;83;217;273
202;85;245;38;248;243
236;289;14;263;55;10
78;75;225;113;180;114
245;235;50;8;194;104
72;105;163;300;253;290
39;209;257;154;89;272
126;253;273;73;87;1
138;188;248;90;205;8
258;223;4;144;199;232
99;79;78;22;47;183
221;60;61;293;32;26
281;267;83;189;168;117
140;132;76;130;144;129
191;249;53;161;133;203
89;42;18;180;97;152
264;268;206;16;152;176
80;262;217;109;239;179
275;146;123;181;249;230
91;249;114;233;121;205
39;111;273;197;266;279
262;275;218;260;166;188
147;202;277;285;226;47
87;228;175;274;254;106
80;96;188;167;28;199
223;262;54;160;23;292
286;281;36;82;261;114
10;5;153;30;90;185
102;132;7;165;172;208
237;95;144;97;269;143
59;233;119;9;11;165
173;284;114;275;40;191
129;51;273;184;279;170
204;88;251;295;270;84
124;106;58;168;99;86
219;93;3;220;79;242
104;76;225;5;299;103
44;122;276;7;216;60
221;71;23;57;208;213
40;256;9;205;264;79
4;292;128;169;268;294
189;252;267;21;153;161
8;106;107;190;30;285
36;163;130;286;39;296
43;241;192;71;68;285
6;178;68;283;261;137
32;15;216;266;143;36
281;143;190;278;62;32
173;128;178;99;119;110
172;182;177;48;201;113
162;295;233;37;186;267
259;89;251;258;147;272
135;144;122;51;149;152
123;123;28;90;28;9
106;66;287;209;84;298
92;3;90;297;282;132
17;274;229;255;188;193
236;194;1;152;1;14
94;125;155;219;294;58
183;168;63;210;16;125
73;248;210;204;217;61
242;84;124;192;55;236
230;95;150;153;107;120
185;286;215;22;93;138
227;189;232;101;139;274
184;105;28;202;32;299
