9;28;32;48;49
19;45;21;47;26
44;19;12;34;15
21;10;12;4;22
21;33;6;2;19
36;47;24;24;46
49;44;7;5;33
7;12;41;20;28
47;43;35;10;24
49;27;23;14;44
36;41;18;33;1
9;13;9;38;49
11;30;23;10;30
20;12;46;38;33
26;20;16;16;48
41;30;33;43;4
35;20;20;2;5
17;12;12;5;12
22;29;15;2;47
3;13;27;19;38
3;10;23;33;8
5;23;6;38;29
26;13;17;46;15
8;3;27;41;28
41;17;32;44;6
41;2;18;46;13
36;1;46;28;44
8;18;9;28;46
39;46;21;43;25
45;22;19;40;7
45;19;35;9;38
11;23;19;31;14
24;38;34;31;36
4;4;29;13;3
15;8;42;19;15
22;38;41;22;6
36;3;43;30;30
1;42;1;45;28
17;25;20;48;24
3;18;9;31;43
29;33;28;23;3
22;10;29;20;35
9;32;10;5;19
4;36;43;23;14
48;21;30;17;12
36;5;4;17;33
26;13;1;21;13
35;12;41;12;32
35;38;49;36;11
21;24;14;39;43
40;44;34;16;16
9;11;36;45;21
31;27;25;4;48
2;17;44;12;2
11;6;27;27;26
6;43;31;46;18
16;38;22;48;39
5;17;45;5;42
5;10;31;33;28
5;25;17;6;16
8;9;24;22;18
24;20;42;38;1
45;23;37;36;10
49;46;47;30;4
31;2;21;45;26
31;12;13;8;37
31;6;28;49;23
23;2;31;13;9
44;27;32;19;46
32;7;44;14;49
23;26;40;16;44
26;38;28;42;36
10;2;6;42;48
23;18;25;36;15
35;18;4;9;12
48;3;1;41;14
45;26;45;14;21
26;23;32;17;36
32;14;15;36;18
22;28;47;20;38
6;40;18;17;18
31;37;18;41;41
6;3;43;5;2
1;6;3;37;27
32;11;40;41;38
34;34;11;11;33
6;5;42;38;17
23;13;30;18;49
29;7;27;24;42
7;29;34;4;20
18;24;41;13;20
25;5;23;22;20
7;24;30;10;14
47;29;3;25;14
22;46;10;46;31
36;23;33;43;36
19;10;45;22;45
28;4;17;44;21
48;19;22;33;20
48;4;39;19;13
34;6;29;13;26
12;42;5;46;35
29;48;29;29;8
41;17;35;7;12
46;17;31;18;36
9;39;3;33;21
27;10;26;8;44
2;10;25;43;10
14;18;9;22;27
33;33;38;8;28
36;40;12;41;25
46;34;12;28;38
14;5;16;7;17
8;22;16;14;47
9;12;24;7;10
26;30;5;2;11
25;43;9;4;23
49;41;43;11;45
34;6;8;49;41
42;37;9;6;43
8;20;40;47;33
19;15;46;29;5
29;5;19;18;24
8;20;1;33;13
25;23;15;33;8
15;19;9;15;24
21;5;48;29;38
45;11;40;2;41
32;7;20;49;38
1;42;41;21;44
22;5;30;16;35
49;15;9;45;8
49;40;28;11;25
42;20;18;44;18
32;28;44;49;8
47;4;33;37;5
15;45;14;21;36
28;27;41;33;38
24;21;20;23;31
16;10;24;9;10
46;47;14;29;39
16;31;8;41;7
39;1;28;35;37
45;43;5;4;16
49;37;35;1;11
9;41;33;25;20
46;6;17;39;13
31;13;9;16;1
7;17;18;23;6
13;46;13;1;20
5;3;33;27;19
33;3;17;10;28
24;44;21;41;45
45;9;11;14;49
2;22;8;48;2
41;28;30;41;41
18;12;40;49;27
1;38;17;19;35
4;40;4;5;39
10;23;43;22;31
12;2;4;30;49
20;36;6;11;17
15;30;28;46;24
3;47;29;34;36
41;21;11;21;4
9;14;41;49;21
4;13;41;19;15
27;19;19;21;22
14;26;12;19;5
18;32;49;8;33
42;42;36;48;40
24;20;44;39;41
11;33;41;24;7
24;45;2;32;38
10;44;27;37;48
24;39;47;25;36
6;1;7;12;9
21;23;21;25;20
16;37;14;28;16
12;41;3;31;47
38;8;32;28;21
21;46;42;6;7
46;43;42;22;34
46;20;42;15;31
37;7;44;19;1
22;19;25;49;41
9;19;15;16;34
49;38;40;16;26
13;41;45;19;12
44;39;11;38;10
3;26;24;42;31
14;29;42;20;10
49;31;23;11;25
27;28;38;2;26
10;4;46;25;42
19;22;21;40;43
32;16;44;11;33
29;34;21;41;35
25;1;24;14;29
40;44;36;35;26
5;2;20;13;37
10;2;45;24;28
48;44;15;17;30
36;37;34;47;35
4;42;13;48;4
34;46;13;7;38
32;22;37;35;9
21;16;39;3;2
29;2;20;9;17
42;7;4;1;22
21;38;24;20;46
22;5;39;1;20
6;7;34;37;31
38;40;9;25;45
18;5;15;34;29
43;4;22;4;33
38;17;40;15;15
49;16;24;1;26
27;23;3;44;47
36;9;30;42;7
45;25;2;38;41
10;9;33;24;43
39;17;16;6;8
36;18;23;24;42
8;17;12;39;14
37;49;13;47;5
13;23;35;36;28
2;13;37;34;43
42;45;27;35;27
2;33;29;11;26
49;48;41;41;8
24;14;6;15;6
1;49;39;47;31
45;16;38;41;17
29;27;21;13;36
28;13;20;16;14
47;34;9;12;26
19;47;3;43;43
12;18;36;29;2
11;47;39;11;44
18;40;18;49;13
2;16;42;3;32
33;36;46;36;5
1;14;40;14;24
19;24;18;29;26
24;41;31;23;25
29;48;21;46;40
39;23;32;44;36
8;7;14;43;21
4;8;9;48;48
21;40;17;37;13
20;43;8;19;43
15;38;29;4;39
43;41;17;41;10
26;13;19;40;5
28;19;42;37;30
15;26;41;9;4
33;39;41;13;33
38;2;9;22;47
3;15;5;22;33
28;7;9;47;10
39;4;5;37;26
42;26;6;34;20
33;37;16;45;47
18;24;2;27;26
4;41;10;15;17
32;21;19;30;13
16;20;20;13;21
12;14;45;14;8
14;32;37;43;47
39;27;48;46;13
20;21;7;6;41
32;23;20;14;4
42;11;39;48;26
7;32;13;40;33
38;30;27;41;8
49;33;26;16;16
35;7;5;29;19
39;32;4;9;43
49;23;48;12;10
3;29;8;7;38
26;2;19;33;49
11;7;21;33;14
5;21;13;9;24
48;6;29;47;2
11;23;38;6;38
31;22;29;26;7
24;5;21;7;4
19;11;49;49;40
9;35;31;32;31
24;8;45;21;33
10;36;1;33;41
27;45;9;7;12
12;13;16;26;18
41;30;32;4;15
39;33;39;23;29
16;41;33;43;20
13;30;10;23;29
45;1;17;8;44
35;38;44;37;44
2;44;20;36;42
44;24;48;1;44
39;49;25;1;14
23;44;44;24;29
27;6;47;45;34
25;1;6;7;38
18;32;33;4;35
41;32;18;15;4
37;37;23;18;28
36;5;32;10;5
35;25;35;44;12
43;10;21;7;11
16;22;22;25;43
29;17;25;24;6
6;15;34;44;20
34;19;1;49;14
17;33;7;37;17
5;2;48;39;20
6;25;7;10;12
17;35;8;38;5
15;26;39;19;4
28;4;45;16;21
31;35;23;10;13
43;39;21;45;14
23;40;8;33;14
13;41;7;28;14
9;48;17;25;16
2;10;9;42;4
23;3;18;21;5
22;39;48;31;19
24;26;9;36;4
46;17;16;46;36
12;8;49;28;39
3;9;1;34;34
27;25;14;32;29
18;2;3;3;11
40;3;18;29;40
7;14;35;10;20
45;18;16;45;28
1;15;20;42;49
36;45;16;48;8
49;8;14;23;39
44;19;25;7;13
33;22;32;5;39
44;45;10;33;4
36;16;49;6;8
38;6;6;11;6
11;27;31;15;42
2;41;34;41;19
43;28;4;14;23
13;23;2;47;38
37;36;30;38;10
