866;268;139;982;749
33;392;70;317;205
666;164;757;527;71
839;928;317;599;670
980;673;347;975;948
726;114;424;450;601
762;269;551;742;426
902;259;470;717;525
430;538;566;842;199
860;344;740;455;65
425;920;522;143;422
849;683;102;698;683
896;117;477;972;614
730;951;769;996;213
164;896;857;121;161
347;430;241;875;932
405;64;75;855;497
792;580;576;601;810
234;830;881;144;703
677;239;32;891;484
55;847;766;39;514
655;756;484;94;66
657;448;136;221;550
481;539;820;282;677
695;207;828;923;606
109;540;598;840;150
600;917;839;122;486
654;106;68;329;401
466;819;366;366;749
289;210;762;193;1000
254;168;606;459;122
498;47;107;720;915
383;66;57;833;46
82;973;532;935;217
817;996;768;213;651
135;495;719;481;442
220;544;686;398;484
890;994;997;265;318
687;530;727;498;725
320;7;387;731;276
159;991;644;788;157
731;414;515;802;926
8;251;671;375;94
158;263;781;190;559
1;632;694;511;933
980;476;486;650;705
765;989;158;551;916
576;623;696;920;402
729;555;262;914;83
300;724;824;564;777
825;98;718;981;412
940;672;678;133;793
821;598;994;223;409
28;786;632;812;305
936;825;568;839;849
97;492;108;301;837
356;350;132;911;552
539;614;802;223;461
142;508;792;209;365
623;502;365;590;849
921;370;486;256;400
774;595;428;230;826
624;300;477;780;849
163;954;298;295;437
927;801;258;836;368
136;431;83;305;301
325;158;666;165;371
442;898;696;278;905
724;433;426;205;728
581;210;617;118;92
356;756;609;865;516
474;306;144;331;212
721;448;48;833;695
708;519;543;961;940
263;913;25;686;718
491;637;457;566;714
728;560;532;872;457
276;548;318;135;964
646;329;498;456;605
337;819;643;245;269
383;534;221;168;211
97;833;701;146;144
463;12;401;686;720
34;302;235;879;392
979;827;537;620;416
795;23;3;911;359
399;606;852;751;974
83;379;663;469;333
192;784;631;910;484
19;467;785;144;704
1000;825;927;844;802
500;522;909;66;839
919;699;37;117;483
768;39;50;974;631
969;422;425;398;181
878;423;165;674;115
42;425;636;604;990
742;692;196;513;281
554;875;469;698;755
945;276;908;601;439
202;120;718;162;785
264;425;286;343;344
908;488;490;654;507
967;983;571;264;203
447;943;709;736;872
624;384;821;904;200
136;537;477;810;521
350;244;924;997;122
847;507;649;708;579
11;345;659;205;915
30;109;312;892;849
128;835;194;554;88
809;77;154;801;666
477;392;204;263;603
384;993;945;833;272
913;74;35;10;931
102;912;487;584;334
552;718;973;200;57
299;239;752;247;569
575;77;858;60;281
155;852;759;999;939
982;15;566;677;533
682;961;687;281;749
532;574;380;102;889
535;816;627;583;361
94;27;533;273;101
81;459;279;230;968
439;56;371;289;251
383;111;521;711;645
618;35;862;460;73
252;954;277;868;337
715;280;561;324;607
186;553;78;310;128
343;682;204;564;69
466;123;362;924;723
208;761;385;47;545
253;612;678;318;710
419;669;704;543;18
356;15;770;980;695
17;420;940;202;272
619;643;149;264;626
656;121;522;282;814
608;684;205;228;892
759;933;724;633;888
748;410;188;795;773
616;108;592;560;829
821;504;646;723;144
250;13;818;999;569
241;875;377;799;150
957;293;333;709;464
284;60;111;683;650
435;672;743;283;189
1;366;232;748;348
404;156;460;676;914
239;65;764;15;901
804;778;664;482;487
309;732;925;840;860
500;263;250;427;920
318;995;682;808;21
812;520;470;525;741
441;620;573;182;903
604;686;705;151;47
343;864;964;509;641
97;718;311;25;274
459;864;63;281;607
268;686;940;849;805
296;3;855;299;114
606;70;463;384;914
551;18;108;554;770
430;137;196;234;883
765;823;852;190;155
398;712;136;78;566
488;656;190;544;575
839;574;26;731;738
194;525;563;409;911
535;402;803;502;378
177;49;532;415;762
457;489;326;744;537
876;31;394;580;712
273;881;589;368;878
648;701;492;788;318
485;954;286;165;405
581;84;315;580;722
328;719;255;983;909
901;666;411;945;929
418;247;176;621;268
479;655;51;963;165
258;995;813;864;650
618;477;434;546;388
841;480;812;764;662
981;697;570;419;284
171;55;991;697;749
348;269;364;320;54
874;535;629;733;727
684;409;75;792;860
14;532;850;867;874
567;404;488;658;398
750;588;49;905;489
62;909;408;306;59
514;796;703;592;815
169;927;497;518;253
694;392;687;306;164
9;897;93;849;686
591;94;187;696;330
671;802;278;159;558
575;667;704;129;964
823;984;374;384;106
517;508;67;568;859
695;656;284;252;808
392;104;467;628;235
17;792;881;807;257
87;404;141;769;582
180;737;598;41;987
826;7;363;112;607
390;267;18;548;266
980;725;605;736;379
288;978;478;35;826
857;343;238;818;296
365;177;388;226;695
46;639;997;482;140
287;875;977;828;398
650;866;613;291;301
778;953;515;96;855
279;32;781;457;200
29;80;145;398;666
242;910;683;536;695
481;315;517;295;196
109;87;719;893;693
566;755;1;859;289
858;555;559;881;585
926;74;504;647;710
634;685;952;750;747
911;555;335;200;849
398;557;13;800;301
683;161;492;748;815
129;89;179;547;965
991;341;517;885;183
688;784;587;523;641
927;467;685;763;58
387;935;760;736;936
91;422;445;713;172
741;239;851;507;290
389;60;168;851;704
523;373;129;484;574
844;298;214;1;105
849;29;565;506;586
586;141;313;845;131
891;681;418;672;342
910;764;647;175;563
540;287;435;11;756
798;382;615;709;37
616;285;260;29;689
53;47;686;172;148
391;289;614;721;89
778;609;172;879;436
706;239;96;508;752
640;321;922;781;424
28;518;145;269;623
626;909;817;151;808
238;288;994;761;915
555;760;394;658;55
802;378;98;97;43
249;827;991;444;796
393;534;229;713;796
842;128;33;653;260
715;381;770;698;120
509;113;344;709;647
889;853;49;324;308
612;386;567;415;136
810;182;850;399;97
764;588;956;278;400
789;494;522;971;995
691;526;739;572;383
203;283;388;719;463
703;219;276;743;834
310;228;712;866;638
334;401;12;2;660
810;990;989;153;114
753;553;408;392;118
948;325;180;812;621
172;624;462;33;114
751;661;91;178;857
788;557;592;759;99
698;137;895;956;378
251;403;73;730;119
85;127;272;894;981
303;538;230;550;442
453;67;837;133;164
751;906;23;212;750
738;119;89;669;634
357;10;385;542;850
234;811;701;727;104
422;439;120;750;150
853;238;694;629;370
215;908;490;247;960
153;400;483;604;749
509;492;286;943;900
782;966;860;111;575
585;3;409;609;398
875;322;145;853;278
679;723;249;917;827
765;708;108;487;745
21;895;203;533;794
1;763;190;358;252
46;769;768;278;930
88;535;438;790;370
966;259;82;963;448
348;328;885;338;587
953;169;99;173;575
303;591;742;303;793
512;859;807;950;61
469;133;686;701;606
207;289;28;529;335
285;775;198;155;508
481;964;401;38;200
