10;34;46
53;14;69
6;300;5
57;17;60
77;19;20
61;63;95
57;67;28
90;41;37
70;97;11
96;34;12
22;74;45
16;45;35
71;45;31
43;11;54
53;15;29
65;90;12
43;82;90
92;66;52
44;84;72
44;75;50
65;37;27
19;31;83
94;92;96
100;43;72
17;26;85
95;43;95
89;30;61
47;19;39
86;55;93
68;21;56
16;96;63
50;16;93
97;92;76
68;94;82
89;72;52
96;73;88
79;14;68
38;98;74
75;57;74
91;100;19
53;51;16
87;67;64
69;97;99
73;75;48
95;77;15
45;74;72
46;79;10
47;18;97
72;43;12
16;39;47
18;69;42
46;36;81
59;24;76
61;39;16
63;79;16
99;42;54
47;85;26
59;59;39
67;65;69
34;94;40
23;74;29
53;19;20
48;20;47
34;77;98
8;20;5
14;29;66
76;21;42
80;99;85
54;28;38
12;55;51
73;70;80
38;14;43
19;39;80
86;15;19
53;80;44
20;42;16
90;96;19
57;39;22
52;22;91
26;41;20
62;96;48
44;67;42
90;54;89
67;99;27
72;52;63
25;90;12
43;55;71
47;43;25
79;45;17
97;65;41
75;34;10
39;100;15
52;36;77
51;24;84
20;29;70
88;22;60
32;71;45
38;90;55
72;32;51
74;76;66
24;94;88
62;51;90
72;71;70
95;20;99
40;61;32
12;55;50
58;83;45
25;97;26
32;78;83
22;82;60
84;21;21
73;80;83
37;47;51
20;93;34
39;39;65
10;65;38
28;38;24
100;71;54
70;54;49
11;93;53
57;71;29
27;91;18
17;71;45
59;45;22
23;45;43
69;12;27
39;39;73
87;77;72
20;86;82
52;88;52
10;33;100
46;45;41
11;44;96
80;78;15
80;97;75
72;40;89
69;57;15
75;35;72
81;37;70
29;74;56
79;94;50
28;58;36
48;25;88
41;46;48
34;71;25
58;68;36
70;19;81
72;55;80
55;15;36
84;100;94
84;38;14
30;44;39
54;17;86
49;62;25
65;70;78
63;96;59
65;26;87
38;83;11
26;10;61
43;16;29
42;13;39
37;44;75
74;21;64
63;97;31
19;90;64
53;39;44
38;44;37
13;43;68
90;68;45
51;18;76
66;61;35
19;95;29
83;37;26
73;92;86
19;84;39
23;60;16
38;59;40
69;20;75
62;49;12
65;71;47
40;58;89
66;70;39
19;70;20
59;19;27
48;73;77
51;35;52
36;40;36
65;49;94
42;83;53
36;55;12
38;63;17
56;54;73
25;50;52
72;63;40
98;19;34
54;74;17
78;46;54
21;44;37
32;82;59
95;18;48
34;91;77
60;94;15
39;34;34
73;66;32
71;79;54
44;56;48
68;19;88
33;86;95
56;74;27
41;100;54
54;77;84
33;55;40
20;53;78
41;89;63
93;35;79
54;31;50
17;50;19
84;29;89
85;51;30
15;59;71
78;81;91
24;69;48
55;43;85
57;72;32
46;60;65
54;41;43
23;30;92
79;31;39
37;42;13
14;54;80
17;15;68
82;73;29
27;92;54
63;54;61
47;77;14
34;51;40
94;90;98
73;27;99
68;66;88
79;10;93
79;38;69
40;94;88
23;88;33
80;80;82
70;54;23
47;44;41
91;56;16
49;37;51
100;59;89
15;40;39
72;71;74
44;18;56
88;33;88
25;94;61
80;24;49
85;55;66
11;41;92
45;46;90
88;66;92
52;17;30
67;75;16
52;59;37
39;28;30
56;83;87
90;21;57
78;90;61
51;72;96
53;12;93
37;100;21
60;80;20
56;56;57
15;100;21
94;70;57
56;98;44
33;47;90
82;42;23
55;80;36
62;61;65
76;57;94
15;17;93
76;17;25
58;14;17
48;63;23
38;46;22
74;18;15
24;95;65
17;38;38
26;86;16
84;27;33
90;37;90
17;12;89
16;21;84
74;53;11
48;30;55
76;54;66
61;95;99
92;73;93
13;63;10
35;36;94
46;36;78
36;37;39
40;58;40
51;70;63
13;76;88
83;23;61
34;17;64
74;68;26
38;24;41
29;21;70
13;73;91
28;48;53
26;62;11
41;80;46
44;48;85
91;61;76
63;12;74
99;46;74
81;73;51
15;98;59
33;75;56
71;75;58
31;10;87
91;38;32
51;76;95
15;61;10
51;75;52
83;88;23
36;95;27
66;51;16
74;93;19
85;32;51
14;28;45
81;16;62
55;77;38
70;11;99
82;66;240
93;91;99
100;95;89
42;88;62
50;99;34
37;67;48
100;91;71
13;66;93
63;28;56
81;67;14
56;88;48
18;55;49
47;95;47
80;59;33
78;53;25
59;40;92
40;100;78
90;35;23
69;81;88
22;12;11
37;100;52
29;94;64
96;33;90
56;52;83
14;92;85
35;60;17
33;48;55
25;29;58
44;10;50
87;53;56
82;49;27
42;85;35
23;63;19
59;95;43
35;80;41
79;100;49
41;14;20
82;29;71
93;99;48
15;45;92
87;70;54
82;78;52
15;12;20
30;22;87
98;79;98
96;96;29
96;91;56
86;61;100
99;79;47
69;85;18
91;67;88
20;35;59
84;31;13
65;37;34
97;25;57
61;42;88
81;93;22
33;24;22
65;61;10
59;95;37
47;19;62
38;28;45
17;42;45
73;60;24
14;46;40
81;85;16
26;17;32
89;79;27
26;48;46
88;51;44
26;33;32
90;27;93
64;93;24
34;45;46
64;36;51
75;42;76
44;95;71
57;23;99
88;46;14
68;34;75
87;95;48
10;78;11
17;35;41
37;35;84
37;49;25
28;97;49
37;83;73
49;15;76
36;32;48
84;32;53
71;92;73
61;29;77
70;41;42
70;16;95
26;11;36
20;45;10
94;84;73
79;76;46
51;24;37
48;52;72
64;40;100
28;41;78
52;35;69
70;97;29
33;45;97
75;100;85
97;29;69
21;12;48
55;96;47
51;26;87
22;81;56
17;47;28
98;55;61
15;48;45
34;19;18
94;43;89
86;59;30
14;36;20
91;43;65
74;80;30
38;27;19
78;60;78
59;53;62
65;43;73
38;63;54
20;83;42
79;24;40
99;69;36
88;42;86
100;43;92
37;14;47
34;69;27
39;68;13
36;52;38
95;79;18
42;62;22
84;34;23
96;91;87
23;48;77
49;34;48
14;40;76
53;55;56
51;25;34
48;97;50
12;59;62
75;72;56
86;82;46
76;53;57
76;21;44
83;72;86
59;48;34
91;21;13
67;24;89
65;86;68
23;10;81
64;22;41
74;53;11
56;11;86
12;18;73
96;18;50
78;82;25
19;75;60
64;81;54
23;85;70
99;77;42
40;24;31
67;86;77
78;87;96
36;60;26
38;20;90
45;29;11
59;98;92
16;30;39
34;90;33
60;18;14
85;94;55
28;27;21
46;57;82
42;94;75
32;14;55
87;80;55
87;54;48
17;67;96
20;65;20
20;48;57
18;94;48
37;13;17
79;80;88
22;93;88
85;50;91
70;31;18
32;15;76
44;37;61
45;15;23
31;88;34
43;71;63
27;34;17
28;93;43
16;91;76
83;65;99
97;86;72
91;29;75
49;80;23
98;53;92
30;11;18
28;53;22
90;67;71
98;21;75
71;20;13
74;65;29
56;89;18
53;75;55
82;96;97
88;90;44
45;44;52
43;97;61
58;29;78
40;17;81
63;19;55
81;23;85
49;59;83
42;99;37
12;36;47
89;84;18
82;31;56
51;34;76
94;94;15
20;87;49
37;100;95
51;70;86
96;41;19
10;72;20
84;61;30
10;68;20
94;39;73
66;12;16
86;57;78
55;11;79
68;58;41
79;21;33
64;16;12
87;85;77
41;25;39
21;89;80
25;92;72
70;89;88
86;79;50
88;33;60
30;83;84
62;81;69
34;89;35
52;11;29
75;86;96
32;10;22
73;64;100
30;93;12
72;76;65
31;48;40
46;64;98
44;21;43
72;97;86
58;66;40
95;52;13
85;25;50
67;47;10
32;30;33
54;32;79
60;73;51
26;77;73
19;25;19
66;19;99
64;78;88
61;82;41
45;95;30
53;66;29
90;82;89
71;11;88
74;18;79
25;32;30
19;73;48
83;99;46
43;23;76
52;65;97
25;93;28
26;13;16
72;65;74
43;34;73
17;51;46
56;15;14
55;52;30
88;27;70
94;15;84
73;57;42
17;18;78
97;80;87
47;89;74
49;49;87
81;96;30
22;55;95
18;38;93
59;32;44
53;57;16
11;53;82
23;33;40
82;60;99
18;22;61
48;92;68
71;21;90
92;25;11
17;49;19
93;29;20
56;88;16
87;14;17
10;14;24
49;60;82
65;73;92
88;32;42
89;68;37
88;13;29
69;73;66
93;26;14
56;26;70
73;17;81
81;36;77
46;24;11
46;61;46
14;17;10
93;93;55
10;21;62
56;35;74
26;83;41
52;47;95
35;59;21
49;76;34
83;48;11
47;21;35
97;90;83
79;55;39
85;51;70
10;10;32
80;84;29
28;49;73
33;11;82
60;69;55
36;97;10
57;92;22
33;53;82
13;39;78
60;82;14
38;63;18
76;67;32
